U+7684	的	de,dī,dí,dì
U+6733	朳	bā
U+9781	鞁	bèi
U+700C	瀌	biāo
U+5133	儳	chán
U+570C	圌	chuí
U+7443	瑃	chūn
U+5A82	媂	dì
U+5845	塅	duàn
U+6D72	浲	féng
U+9E52	鹒	gēng
U+548D	咍	hāi
U+6D5B	浛	hán
U+7400	琀	hán
U+9E3B	鸻	héng
U+5CD8	峘	huán
U+9C7E	鱾	jǐ
U+6CC7	泇	jiā
U+5C8A	岊	jié
U+6BA3	殣	jìn
U+7304	猄	jīng
U+9CAA	鲪	jūn
U+6223	戣	kuí
U+6A51	橑	liáo
U+5CDB	峛	liè
U+6738	朸	lì
U+811F	脟	liè
U+7FF7	翷	lín
U+59C8	姈	líng
U+68A0	梠	lǚ
U+506D	偭	miǎn
U+85E6	藦	mó
U+4E78	乸	nǎ
U+5A7B	婻	nàn
U+5CF1	峱	náo
U+83CD	菍	niè
U+5D72	嵲	niè
U+8225	舥	pā
U+9C8F	鲏	pí
U+86B2	蚲	píng
U+58A3	墣	pú
U+5A4D	婍	qǐ
U+5732	圲	qiān
U+8503	蔃	qiáng
U+7454	瑔	quán
U+57C6	埆	què
U+6D13	洓	qì
U+70FB	烻	shān
U+6D49	浉	shī
U+896B	襫	shì
U+6EB9	溹	suǒ
U+6DDF	淟	tiǎn
U+688C	梌	tú
U+841A	萚	tuò
U+7556	畖	wā
U+5CD7	峗	wéi
U+6D08	洈	wéi
U+66BF	暿	xī
U+7992	禒	xiǎn
U+6054	恔	jiǎo
U+6EEB	滫	xiǔ
U+57BF	垿	xù
U+66B6	暶	xuán
U+5AB1	媱	yáo
U+696A	楪	dié
U+6B45	歅	yīn
U+9683	隃	shù
U+8245	艅	yú
U+94FB	铻	wú
U+65D0	旐	zhào
U+69DC	槜	zuì
U+5A64	婤	zhōu
U+39D0	㧐	sǒng
U+39DF	㧟	kuǎi
U+43DD	䏝	zhuān
U+2C27C	𬉼	ǒu
U+3918	㤘	zhòu
U+20CD0	𠳐	bāng
U+75AD	疭	zòng
U+497D	䥽	pō
U+4056	䁖	lōu
U+25ED7	𥻗	chá
U+87A0	螠	yì
U+4983	䦃	zhuō
U+3E06	㸆	kào
U+20676	𠙶	ǒu
U+5722	圢	tǐng
U+2C8D9	𬣙	xū
U+572B	圫	tuō
U+28678	𨙸	qí
U+5C7E	屾	shēn
U+8FBF	辿	chān
U+4F23	伣	qiàn
U+2C1D5	𬇕	wàn
U+4723	䜣	xīn
U+2C8DE	𬣞	zhǔ
U+2C613	𬘓	xún
U+7392	玒	hóng
U+2BB5F	𫭟	ōu,qū
U+2BB62	𫭢	lǔn
U+574B	坋	fèn
U+39D1	㧑	huī
U+82C9	苉	pǐ
U+2B1ED	𫇭	wěi
U+6767	杧	máng
U+2B404	𫐄	yuè
U+356E	㕮	fǔ
U+2BD77	𫵷	lì
U+89C3	觃	yàn
U+3447	㑇	zhòu
U+6C6B	汫	jǐng
U+23C98	𣲘	wǔ
U+23C97	𣲗	wéi
U+2C1D9	𬇙	bèi
U+3CC7	㳇	fù
U+2C8E1	𬣡	jiàn
U+2BE29	𫸩	kōu
U+48BA	䢺	chū
U+28695	𨚕	biàn
U+2B61C	𫘜	wén
U+2C618	𬘘	dǎn
U+2B61D	𫘝	jué
U+7EBC	纼	zhèn
U+5765	坥	qū
U+577D	坽	líng
U+48BC	䢼	gōng
U+26B5C	𦭜	zhī
U+830B	茋	dǐ
U+6785	枅	jī
U+3B4E	㭎	gāng
U+678D	枍	yì
U+2CA02	𬨂	qí
U+2C029	𬀩	wěi
U+2C02A	𬀪	xiàn
U+6608	昈	hù
U+5CC2	峂	tóng
U+37C3	㟃	sī
U+2CB29	𬬩	yì
U+7265	牥	fāng
U+5788	垈	dài
U+4F78	佸	huó
U+344A	㑊	yì
U+708C	炌	kài
U+6CBA	沺	tián
U+5CC3	峃	xué
U+2B363	𫍣	tóng
U+2C8F3	𬣳	hěn
U+2CA7D	𬩽	xún
U+2CBBF	𬮿	gài
U+964E	陎	shū
U+2CBC0	𬯀	jī
U+59AD	妭	bá
U+2BC1B	𫰛	xíng
U+2CCF5	𬳵	pī
U+2CCF6	𬳶	jiōng
U+4339	䌹	jiǒng
U+2B80A	𫠊	xuán
U+36C3	㛃	jié
U+73B6	玶	píng
U+2C35B	𬍛	lì
U+73BF	玿	sháo
U+5799	垙	guāng
U+9FCD	鿍	gàng
U+578E	垎	hè
U+8341	荁	huán
U+833D	茽	zhòng
U+2C72C	𬜬	màn
U+26C21	𦰡	nà,nuó
U+3B55	㭕	qū
U+67D6	柖	sháo
U+5245	剅	lóu
U+4D13	䴓	shī
U+4DAE	䶮	yǎn
U+2AFA2	𪾢	xiàn
U+6623	昣	zhěn
U+8678	虸	zǐ
U+2AA30	𪨰	qū
U+2B4E7	𫓧	fū
U+2CB2E	𬬮	chǎng
U+2CB31	𬬱	jīn
U+2CB2D	𬬭	lún
U+4FD9	俙	xī
U+4FB4	侴	chǒu
U+43E1	䏡	shì
U+26676	𦙶	gǔ
U+997B	饻	xī
U+70A3	炣	kě
U+3DB2	㶲	yòng
U+6D18	洘	kǎo
U+3CDA	㳚	xù
U+3CD8	㳘	chōng
U+6242	扂	diàn
U+2C621	𬘡	yīn
U+2CCFD	𬳽	shēn
U+2C629	𬘩	tīng
U+2B127	𫄧	yán
U+2A7DD	𪟝	jì
U+73D2	珒	jīn
U+2C364	𬍤	xún
U+73D5	珕	lì
U+2BB7C	𫭼	láo
U+57BE	垾	hàn
U+57CC	埌	làng
U+2C72F	𬜯	liǎng
U+839D	莝	cuò
U+44D6	䓖	qióng
U+2C0A9	𬂩	jiā
U+2B806	𫠆	kuǐ
U+28408	𨐈	guāng
U+2C317	𬌗	hé
U+5194	冔	xǔ
U+6650	晐	gāi
U+8684	蚄	fāng
U+2B461	𫑡	méng
U+5CFF	峿	wú
U+2AA36	𪨶	shē
U+2CB38	𬬸	shù
U+2CB3B	𬬻	lú
U+2CB39	𬬹	shén
U+2CB3F	𬬿	zhāo
U+2CB41	𬭁	mǔ
U+2B8B8	𫢸	dàn
U+8843	衃	pēi
U+2B5E7	𫗧	sù
U+70E0	烠	huí
U+70F6	烶	tǐng
U+2C288	𬊈	xún
U+6D84	涄	pīng
U+6088	悈	jiè
U+2C488	𬒈	què
U+88AF	袯	bó
U+96BA	隺	hè
U+5832	堲	jí
U+28E99	𨺙	nì
U+36DA	㛚	tǒng
U+2CCFF	𬳿	tú
U+2B128	𫄨	chī
U+2C62B	𬘫	huán
U+40AE	䂮	lüè
U+73F8	珸	wú
U+7404	琄	xuàn
U+7408	琈	fú
U+580E	堎	lèng
U+2BB83	𫮃	shàn
U+57EA	埪	kōng
U+364D	㙍	duō
U+83BF	莿	cì
U+44EB	䓫	qí
U+44EC	䓬	zhuó
U+44E8	䓨	yīng
U+44DB	䓛	qū
U+68BD	梽	zhì
U+6879	桹	láng
U+7854	硔	gǒng
U+9FCE	鿎	dá,tǎ
U+4D15	䴕	liè
U+7FC8	翈	xiá
U+3AF0	㫰	làng
U+2CC56	𬱖	dí
U+86C3	蛃	bǐng
U+2C7FD	𬟽	dōng
U+4383	䎃	rǎn
U+5D21	崡	hán
U+2B4EF	𫓯	jī
U+2B7F9	𫟹	hóng
U+2B7FC	𫟼	dá
U+5070	偰	xiè
U+3FE0	㿠	huàng
U+5F9B	徛	jì
U+74FB	瓻	chī
U+4759	䝙	chū
U+43F2	䏲	tī
U+20164	𠅤	xí
U+75D3	痓	chì
U+4D14	䴔	jiāo
U+7AEB	竫	jìng
U+2C1F9	𬇹	guó
U+2C361	𬍡	dàng
U+3944	㥄	líng
U+5BC1	寁	zǎn
U+2C907	𬤇	yīn
U+2B36F	𫍯	xián
U+2C90A	𬤊	shì
U+2B372	𫍲	xiǎo
U+2CBCE	𬯎	tuí
U+5A6B	婫	kūn
U+2C62C	𬘬	qiàn
U+2C62D	𬘭	chēn
U+2CD02	𬴂	fēi
U+2B626	𫘦	táo
U+2B7C5	𫟅	liáng
U+2C62F	𬘯	zhǔn
U+2B627	𫘧	lù
U+7421	琡	chù
U+7414	琔	diàn
U+583E	堾	chūn
U+583C	堼	hèng
U+3658	㙘	yāo
U+5828	堨	è
U+2A8FB	𪣻	lóu
U+2139A	𡎚	piǎn
U+8488	蒈	kǎi
U+9111	鄑	zī
U+68E4	棤	cuò
U+2C0CA	𬃊	zhì
U+6906	椆	chóu
U+2CDD5	𬷕	bǔ
U+9166	酦	pō
U+2B410	𫐐	ní
U+2CE7C	𬹼	xiè
U+666A	晪	tiǎn
U+27FF9	𧿹	mǔ
U+5D36	崶	fēng
U+2BD87	𫶇	dié
U+5D45	嵅	hán
U+2B5AE	𫖮	yǐ
U+5710	圐	kū
U+9FCF	鿏	mài
U+2CB4A	𬭊	dù
U+28C47	𨱇	qiú
U+2B4F6	𫓶	xuān
U+2CB4E	𬭎	hóng
U+7B40	筀	guì
U+2B5AF	𫖯	fǔ
U+813F	脿	biǎo
U+4403	䐃	jùn
U+2CC5F	𬱟	wěi
U+2B6ED	𫛭	kuáng
U+3E84	㺄	yǔ
U+2BDF7	𫷷	xīn
U+910C	鄌	táng
U+2CBB1	𬮱	yīn
U+2C2A4	𬊤	chǎn
U+23E23	𣸣	fén
U+3D14	㴔	jí
U+6EA0	溠	zhà
U+6103	愃	xuān
U+6569	敩	xiào
U+5A86	媆	ruǎn
U+36F9	㛹	pián
U+5A84	媄	měi
U+2CD03	𬴃	huō
U+2B628	𫘨	tí
U+7445	瑅	tí
U+4D16	䴖	jīng
U+7456	瑖	duàn
U+249DB	𤧛	dì
U+7442	瑂	méi
U+5D85	嶅	áo
U+585D	塝	bàng
U+84E2	蓢	lǎng
U+6983	榃	tán
U+6952	楒	sī
U+2CAA9	𬪩	nóng
U+2C494	𬒔	gěng
U+7888	碈	hūn
U+40C5	䃅	dī
U+2CA0E	𬨎	yóu
U+2B413	𫐓	róu
U+48D8	䣘	táng
U+2BAC7	𫫇	è
U+3B0A	㬊	huǎn
U+8710	蜐	jié
U+2B4F9	𫓹	jī
U+2CB5A	𬭚	chún
U+2CB5B	𬭛	bō
U+415F	䅟	cǎn
U+2C542	𬕂	lǒng
U+7B64	筤	láng
U+8C3C	谼	hóng
U+4C9F	䲟	yìn
U+2CD8B	𬶋	jū
U+2CD8D	𬶍	tuó
U+2677C	𦝼	lóu,lǘ
U+2B536	𫔶	niè
U+7141	煁	chén
U+7153	煓	tuān
U+6EE7	滧	xiào
U+5871	塱	lǎng
U+2B300	𫌀	jī
U+2B5B3	𫖳	yūn
U+2B62A	𫘪	yuán
U+2B62C	𫘬	xí
U+2B7A9	𫞩	mén
U+644F	摏	chōng
U+5895	墕	yān
U+5898	墘	qián
U+21413	𡐓	kāng
U+2A917	𪤗	liào
U+8508	蔈	piào
U+850A	蔊	hǎn,hàn
U+69B0	榰	zhī
U+235CB	𣗋	dǎng
U+2CE18	𬸘	yǎn
U+40CE	䃎	zhà
U+2C497	𬒗	lán
U+25532	𥔲	è
U+2B696	𫚖	cǐ
U+4D17	䴗	jú
U+3B0E	㬎	xiǎn
U+5E56	幖	biāo
U+5719	圙	lüè
U+28C4F	𨱏	dā
U+2CB64	𬭤	hóu
U+7B96	箖	lín
U+50D4	僔	zǔn
U+3666	㙦	xié
U+2B695	𫚕	shī
U+9C98	鲘	hòu
U+2CD90	𬶐	zhào
U+2CD8F	𬶏	wéi
U+29F7E	𩽾	ān
U+2CE1A	𬸚	yuè
U+9C9D	鲝	zhǎ
U+6F39	漹	yān
U+6F16	漖	jiào
U+6F69	潩	yì
U+3F4F	㽏	gàn
U+3BBE	㮾	lǎng
U+2C91D	𬤝	huì
U+2C642	𬙂	yǎn
U+3EEC	㻬	tū
U+78CF	磏	qiān
U+45D6	䗖	dì
U+8758	蝘	yǎn
U+3807	㠇	jiù
U+5D9F	嶟	zūn
U+2CB69	𬭩	wēng
U+769B	皛	xiǎo
U+4D18	䴘	tī
U+9E5F	鹟	wēng
U+29F83	𩾃	miǎn
U+9CAC	鲬	yǒng
U+6F56	潖	pá
U+3D50	㵐	jué
U+6F9B	澛	lǔ
U+2CE23	𬸣	xiān
U+622D	戭	yǎn
U+2B37D	𫍽	xuān
U+2CD0A	𬴊	lín
U+9EC7	黇	tiān
U+2C79F	𬞟	pín
U+25562	𥕢	cáo
U+8C6E	豮	fén
U+2B7E6	𫟦	suì
U+2CE88	𬺈	yǐ
U+2B81C	𫠜	ní
U+8664	虤	yán
U+3B1A	㬚	chè
U+45DB	䗛	xiū
U+3813	㠓	méng
U+2AA58	𪩘	yǎn
U+2CB6C	𬭬	huì
U+28C51	𨱑	huáng
U+2CB6F	𬭯	piě
U+2B5F4	𫗴	zhān
U+2CE26	𬸦	zhuó
U+71BB	熻	xī
U+6FCB	濋	chǔ
U+2B137	𫄷	yì
U+24A7D	𤩽	huán
U+85B8	薸	piáo
U+78F9	磹	tán
U+360E	㘎	hǎn
U+2CB73	𬭳	xǐ
U+2CB76	𬭶	hēi
U+2B50D	𫔍	fán
U+2CB78	𬭸	lín
U+28C54	𨱔	zūn
U+2CB7C	𬭼	suì
U+2B50E	𫔎	jué
U+7A59	穙	pú
U+2CE2A	𬸪	fán
U+4CA0	䲠	chūn
U+2CD9F	𬶟	là
U+9CBE	鲾	bī
U+2CDA0	𬶠	liàn
U+9CBF	鲿	cháng
U+9CC1	鳁	wēn
U+9CC2	鳂	wēi
U+45EA	䗪	zhè
U+2CDA8	𬶨	jì
U+87B1	螱	wèi
U+5B25	嬥	tiǎo
U+26221	𦈡	xū
U+2B138	𫄸	xūn
U+2C7C1	𬟁	yì
U+9E72	鹲	méng
U+255A8	𥖨	zào
U+45F4	䗴	tíng
U+99A7	馧	yūn
U+4CA2	䲢	téng
U+9CD2	鳒	jiān
U+2648D	𦒍	tóng
U+65DE	旞	suì
U+4396	䎖	zēng
U+7014	瀔	gǔ
U+4D19	䴙	pì
U+2C64A	𬙊	mò
U+3C00	㰀	lí
U+2CDAD	𬶭	jì
U+29F8C	𩾌	kāng
U+9CDA	鳚	wèi
U+9CDB	鳛	xí
U+6B02	欂	bó
U+287E0	𨟠	quān
U+2CDAE	𬶮	xǐ
U+28B49	𨭉	bān
U+3E0C	㸌	huò
U+7031	瀱	jì
U+2C64B	𬙋	xiāng
U+24AC9	𤫉	xiè
U+2CE93	𬺓	chǔ
U+9CE4	鳤	guǎn
U+2B6AD	𫚭	liè
U+91BE	醾	mí
U+9F47	齇	zhā
